OBJECTID,InspectDate,RecordUpdatedDate,SiteName,MineName,Mineral,County,Quadrangle,MineAcres,Directions,OlacRank,x,y,WaterName,WaterDescription,Basin,WaterAcres,DistanceMineWater
252,3/23/2005 7:00 PM,,MRV104D_201,,IRON,Prince Edward,Prospect,0.1,FROM FARMVILLE TAKE ROUTE 460 WEST TO PROSPECT THEN RIGHT (NORTH) ON ROUTE 626.  THEN GO RIGHT (EAST) ON ROUTE 625 AND GO EXACTLY 1.4 MILES.  SITE IS IMMEDIATELY TO THE RIGHT IN PASTURE AT HIGH POINT IN ROADSIDE.  SITE IS SURROUNDED BY A CLUMP OF TREES.,C,-78.578,37.361,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.7695
253,3/23/2005 7:00 PM,11/15/2017 7:00 PM,MRV104D_501,,IRON,Prince Edward,Prospect,0.1," FROM FARMVILLE TAKE ROUTE 460 WEST TO PROSPECT THEN RIGHT (NORTH) ON ROUTE 626 THEN RIGHT ON ROUTE 652.  GO EXACTLY 1.4 MILES ON 652 TO GATE AT BARRICADED TRACE ON THE LEFT.  PARK.  SITE IS APPROX 1,000 FEET TO THE NORTH WALKING ALONG THE TOP OF THE LOW CREST THROUGH THE WOODS.",C,-78.562,37.328,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.7399
254,3/23/2005 7:00 PM,11/15/2017 7:00 PM,MRV104D_502,Prospect Mine,GOLD,Prince Edward,Prospect,0.1," FROM FARMVILLE TAKE ROUTE 460 WEST TO PROSPECT THEN RIGHT (NORTH) ON ROUTE 626 THEN RIGHT ON ROUTE 652.  GO EXACTLY 1.4 MILES ON 652 TO GATE AT BARRICADED TRACE ON THE LEFT.  PARK.  SITE IS APPROX 1,000 FEET TO THE NORTH WALKING ALONG THE TOP OF THE LOW CREST THROUGH THE WOODS.",C,-78.561,37.329,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.8776
255,3/23/2005 7:00 PM,11/15/2017 7:00 PM,MRV104D_503,Prospect Mine,GOLD,Prince Edward,Prospect,1,"      FROM FARMVILLE TAKE ROUTE 460 WEST TO PROSPECT THEN RIGHT (NORTH) ON ROUTE 626 THEN RIGHT ON ROUTE 652.  GO EXACTLY 1.4 MILES ON 652 TO GATE AT BARRICADED TRACE ON THE LEFT.  PARK.  SITE IS APPROX 1,000 FEET TO THE NORTH WALKING ALONG THE TOP OF THE LOW CREST THROUGH THE WOODS.",A,-78.56,37.328,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.8256
256,3/23/2005 7:00 PM,11/15/2017 7:00 PM,MRV104D_504,,GOLD,Prince Edward,Prospect,1," FROM FARMVILLE TAKE ROUTE 460 WEST TO PROSPECT THEN RIGHT (NORTH) ON ROUTE 626 THEN RIGHT ON ROUTE 652.  GO EXACTLY 1.4 MILES ON 652 TO GATE AT BARRICADED TRACE ON THE LEFT.  PARK.  SITE IS APPROX 1,000 FEET TO THE NORTH WALKING ALONG THE TOP OF THE LOW CREST THROUGH THE WOODS.",A,-78.561,37.327,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.6840
257,3/19/2005 7:00 PM,,MRV157D_816,,IRON,Rockbridge,Cornwall,1,I-64 W from Charlottesville. I-81 S from Staunton Rt. 60 E to Buena Vista L on Long Hollow Rd. (Rt. 631) for 4.5 miles R on Jordan Rd. (Rt. 733) site is 1.2 miles on left off gravel road,C,-79.323,37.765,Unnamed tributary,"Maury River and its tributaries, unless otherwise designated in this chapter, from U.S. Route 60 upstream bridge to its headwaters (the confluence of the Calfpasture and Little Calfpasture Rivers).",James-Upper,1,0.9907
258,3/19/2004 7:00 PM,,MRV157D_802,,IRON,Rockbridge,Cornwall,0,"     From Charlottesville, go on I-64 W to Staunton. Go on I-81 S to Buena Vista. Take Rt. 60 E to Buena Vista. Go L on Green Forest Road after passing the Visitor Center.  Take the second right on a gravel road, park, and walk northeast to the site.   ",,-79.327,37.75,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,1.2081
259,3/28/2005 7:00 PM,10/16/2017 8:00 PM,MRV73B_202,,COAL,Prince Edward,Hampden Sydney,0.1,FROM FARMVILLE TAKE ROUTE 15 SOUTH TO WORSHAM.  GO APPROX 4000 FEET SOUTH OF WORSHAM AND TURN RIGHT AT CHICKEN SHEDS.  GO TO HOUSE AT END ON LEFT.  SHAFT IS LOCATED SOUTHEAST OF THE HOUSE AND IS OVERGROWN WITH BRIARS AND IS FENCED OFF.,C,-78.447,37.217,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.1223
260,3/30/2005 7:00 PM,5/17/2016 8:00 PM,MRV73B_501,,COAL,Prince Edward,Hampden Sydney,1,FROM FARMVILLE TAKE ROUTE 15 SOUTH TO BELOW WORSHAM THEN RIGHT ON 790 INTO BRIERY CREEK WILDLIFE MGMT AREA.,C,-78.457,37.185,Briery Creek Lake,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,1,0.0000
261,3/19/2005 7:00 PM,,MRV156B_602,,IRON,Augusta,Vesuvius,1,"   Take Interstate 64 West to Interstate 81 North to county road 620. Turn left on US Route 11 heading North.  Next turn right on county road 666.  Then left on county road 608.  At the bend in the road, an abandoned house with be on the left with an unpaved driveway leading around back past small fallen buildings to a gate.  The gate is unlocked.  Follow the path to reach the creek.  The site is located to the northwest. ",C,-79.155,37.956,Unnamed tributary,"South Fork Shenandoah River from 5 miles above the Town of Shenandoah's raw water intake to its confluence with the North and South Rivers and its tributaries to their headwaters in this section, and the South River and its tributaries from its confluenc",Potomac-Shenandoah,1,0.6112
262,3/19/2005 7:00 PM,,MRV156B_601,,IRON,Augusta,Vesuvius,1,"  Take Interstate 64 West to Interstate 81 North to county road 620. Turn left on US Route 11 heading North.  Next turn right on county road 666.  Then left on county road 608.  At the bend in the road, an abandoned house with be on the left with an unpaved driveway leading around back past small fallen buildings to a gate.  The gate is unlocked.  Follow the path to reach the creek.  The site is located to the north. ",C,-79.156,37.957,Unnamed tributary,"South Fork Shenandoah River from 5 miles above the Town of Shenandoah's raw water intake to its confluence with the North and South Rivers and its tributaries to their headwaters in this section, and the South River and its tributaries from its confluenc",Potomac-Shenandoah,1,0.6025
263,3/19/2005 7:00 PM,,MRV157D_801,,IRON,Rockbridge,Cornwall,0.1,I -64 W from Charlottesville (30 miles) I-81 S (40 miles)  Rt 60 E to Buena Vista (5 miles) Left onto Green Forest Avenue (200 yards) Right onto gravel road. Drive up gravel road to pine stand. Walk to site from there,C,-79.328,37.75,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,1.1593
264,4/2/2005 7:00 PM,,MRV156B_802,,IRON,Rockbridge,Vesuvius,0.1,West on Interstate 64 out of Charlottesville (15 miles) Take Afton exit (99) and get on Blue Ridge Parkway (.4 miles) Travel South on Blue Ridge Parkway to VA 56 (22 miles) Travel on VA 56 for approximately 3 miles and turn onto a pull off right before a sharp right turn. The pull off is next to an overgrown quarry Hike to site.,C,-79.179,37.897,Unnamed tributary,Little Marys Creek from its confluence with the South River upstream including all named and unnamed tributaries.,James-Upper,0.1,1.3304
265,4/13/2005 8:00 PM,10/18/2017 8:00 PM,MRV49C_410,,MICA,Henry,Bassett,1,FROM MARTINSVILLE TAKE U.S. 220 NORTH.  AT OAK LEVEL TAKE ROUTE 674 WEST.  SITE IS 0.9 MILE PAST INTERSECTION OF ROUTE 674 AND ROUTE 672 SOUTH AT MID-POINT IN CURVE.   SITE IS RECLAIMED AND IS NOW PART OF THE LAWN AREA OF HOUSE NUMBER 3335 ON THE SOUTH SIDE OF ROUTE 674 (PHILPOTT DRIVE).,C,-79.98,36.802,Unnamed tributary,"Intrastate tributaries to the Dan River above the Virginia/North Carolina state line just east of Draper, North Carolina, to their headwaters, unless otherwise designated in this chapter.",Roanoke,1,0.5539
266,4/13/2005 8:00 PM,,MRV49C_409,,MICA,Henry,Bassett,1,FROM MARTINSVILLE TAKE U.S. 220 NORTH.  AT OAK LEVEL TAKE ROUTE 674 WEST.  ON 674 GO 1.3 MILES PAST INTERSECTION OF ROUTE 674 AND ROUTE 672 SOUTH.  GATED ACCESS POINT IS TO THE RIGHT (NORTH) SIDE OF 674. SITE IS APPROX 100 FEET TO THE SW THROUGH DENSE PLANTED PINES.,C,-79.988,36.799,Unnamed tributary,"Intrastate tributaries to the Dan River above the Virginia/North Carolina state line just east of Draper, North Carolina, to their headwaters, unless otherwise designated in this chapter.",Roanoke,1,1.3364
267,4/18/2005 8:00 PM,6/7/2015 8:00 PM,MRV102B_801,,MICA,Amelia,Cumberland,0,FROM FARMVILLE GO EAST ON ROUTE 460 THEN EAST ON ROUTE 307 TO ROUTE 616.  TAKE 616 NORTH TO INTERSECTION WITH ROUTE 620 AT RODOPHIL.  BEAR LEFT ON 620 (RODOPHIL ROAD).  GO 1.1 MILES TO GATED ACCESS ROAD ON LEFT (11600 RODOPHIL RD).  GO DOWN LANE TO 3 BAY GARAGE WITH APT. ON TOP (OWNERS HOUSE).  SITE IS NOW UNDER THE LARGE POND TO THE WEST.,C,-78.172,37.382,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.0000
268,4/18/2005 8:00 PM,10/15/2017 8:00 PM,MRV102B_901,,MICA,Amelia,Cumberland,0.1,FROM FARMVILLE TAKE ROUTE 460 EAST TO RICE THEN ROUTE 307 EAST TO ROUTE 616 NORTH.  TAKE 616 NORTH TO INTERSECTION WITH ROUTE 620.  BEAR LEFT ON 620 (RODOPHIL ROAD).  GO 0.8 MILE ON 620 TO GATED ACCESS ROAD ON RIGHT (PRIVATE HUNTING CLUB).  PARK AT GATE AND WALK TRAIL TO SITE APPROX 1 MILE N/NE OF GATE.,C,-78.161,37.388,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.5464
269,4/18/2005 8:00 PM,10/15/2017 8:00 PM,MRV102B_902,,MICA,Amelia,Cumberland,0.3,FROM FARMVILLE TAKE ROUTE 460 EAST TO RICE THEN ROUTE 307 EAST TO ROUTE 616 NORTH.  TAKE 616 NORTH TO INTERSECTION WITH ROUTE 620.  BEAR LEFT ON 620 (RODOPHIL ROAD).  GO 0.8 MILE ON 620 TO GATED ACCESS ROAD ON RIGHT (PRIVATE HUNTING CLUB).  PARK AT GATE AND WALK.  GO APPROX 1500 FEET.  SITE IS IN THE WOODS APPROX 50-75 FEET TO THE SOUTH.,C,-78.161,37.382,Unnamed tributary,"Appomattox River from the head of tidal waters, and free flowing tributaries to the Appomattox River, to their headwaters, unless otherwise designated in this chapter.",Appomattox,0.1,0.3562
270,4/7/2005 8:00 PM,,MRV156B_803,,IRON,Augusta,Vesuvius,0.5,West on Interstate 64 out of Charlottesville (15 miles) Take Afton exit (99) and get on Blue Ridge Parkway (.4 miles) Travel South on Blue Ridge Parkway to VA 56 (22 miles) Travel on VA 56 for approximately 4 miles and turn onto a pulloff on left side of road after crossing a small bridge. Cross road and hike to site.,C,-79.171,37.904,Unnamed tributary,"Maury River and its tributaries, unless otherwise designated in this chapter, from U.S. Route 60 upstream bridge to its headwaters (the confluence of the Calfpasture and Little Calfpasture Rivers).",James-Upper,0,0.7510
271,4/7/2005 8:00 PM,,MRV156B_819,,IRON,Rockbridge,Vesuvius,3,West on Interstate 64 out of Charlottesville (15 miles); Take Afton exit (99) and get on Blue Ridge Parkway (.4 miles).  Travel South on Blue Ridge Parkway to VA 56 (22 miles); Travel on VA 56 for approximately 4 miles and turn onto a pulloff on left side of road after crossing a small bridge. Cross road and hike to site.,A,-79.169,37.899,Unnamed tributary,"Maury River and its tributaries, unless otherwise designated in this chapter, from U.S. Route 60 upstream bridge to its headwaters (the confluence of the Calfpasture and Little Calfpasture Rivers).",James-Upper,0,1.3103
272,4/9/2005 8:00 PM,,MRV134C_103,,IRON,Rockbridge,Snowden,1,I-64 West from Charlottesville to Staunton South on I-81  Left exit at 180A on ST. Rt. 11 South at Natural Bridge Left on Rt 130 East Right on County Rd 759 Left on County Rd 782 Drive 11.2 miles to end and park on right,C,-79.468,37.617,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,0.3713
273,4/9/2005 8:00 PM,1/21/2018 7:00 PM,MRV134C_115,,IRON,Rockbridge,Snowden,1,- I-64 West from Charlottesville to Staunton South on I-81  Left exit at 180A on ST. Rt. 11 South at Natural Bridge Left on Rt 130 East Right on County Rd 759 Left on County Rd 782 Drive 11.2 miles to end and park on right,C,-79.466,37.622,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,0.3340
274,3/9/2005 7:00 PM,,MRV156B_105,,IRON,Augusta,Vesuvius,1," To get to site 105, take Interstate 81 South to the Raphine/ Steeles Tavern Exit towards Raphine and go on US 606.  When you reach the intersection with US 613, go left.  Continue on 613 until you see a sign for 620.  Take 620 going left and continue until you come to the intersection with 604.  Keep going on 620, but right after the left continuation with 620, pull over.  You should have gone up a small hill, and park next to a small mobile home.  If you have found site 103, hike to the south of it about half a mile and you will come to site 105.  ",C,-79.247,37.971,Unnamed tributary,"Maury River and its tributaries, unless otherwise designated in this chapter, from U.S. Route 60 upstream bridge to its headwaters (the confluence of the Calfpasture and Little Calfpasture Rivers).",James-Upper,1,0.4072
